"","lon","lat","svog_amount","svog_grantee","address_full","Address","City","State","Zip","Account Venue"
"9633",-86.7864254,36.1150127,18151.56,"Carlos Vergara ","950 Battlefield Drive, Nashville, TN, 37204","950 Battlefield Drive","Nashville","TN","37204","Talent representative"
"9634",-86.8210714,36.144816,119799.37,"Clearview Artist Management LLC ","3186 Parthenon Avenue Unit i, Nashville, TN, 37203","3186 Parthenon Avenue Unit i","Nashville","TN","37203","Talent representative"
"9635",-86.8700007,35.9213829,8e+06,"Country Music Foundation, Inc. ","222 Fifth Ave South, Nashville, TN, 37203","222 Fifth Ave South","Nashville","TN","37203","Museum Operator"
"9636",-86.7782799,36.1408497,4390971.57,"CS Entertainment, LLC ","1212 8th Ave S STE 102, Nashville, TN, 37203","1212 8th Ave S STE 102","Nashville","TN","37203","Talent representative"
"9637",-86.8433096,36.1524564,9334.4,"Darkhorse Theater, Inc ","4610 Charlotte Pike, Nashville, TN, 37209","4610 Charlotte Pike","Nashville","TN","37209","Live venue operator or promoter"
"9638",-86.7358616,36.2089439,155650.95,"Deep Tropics, LLC ","1036 W Kirkland Ave Ste 101, Nashville, TN, 37216","1036 W Kirkland Ave Ste 101","Nashville","TN","37216","Live venue operator or promoter"
"9639",-86.7928624,36.1432111,314845.65,"Feast or Famine, LLC ","1200 16th Ave S, Nashville, TN, 37212","1200 16th Ave S","Nashville","TN","37212","Talent representative"
"9640",-86.842407,36.059272,76367.01,"Fielding L Logan, III ","2000 Earlington Drive, Nashville, TN, 37215","2000 Earlington Drive","Nashville","TN","37215","Talent representative"
"9641",-86.9113429,36.0462641,142280.84,"Fletcher Entertainment, LLC ","2821 Polo Club Road, Nashville, TN, 37221","2821 Polo Club Road","Nashville","TN","37221","Talent representative"
"9642",-86.7331023,36.1044392,27837.68,"Gina Mendello LLC ","3114 Kinross Avenue Nashville, TN 37211, Nashville, TN, 37211","3114 Kinross Avenue Nashville, TN 37211","Nashville","TN","37211","Talent representative"
"9643",-86.7782799,36.1408497,1640995.1,"Glowco, LLC ","1212 8th Ave S Ste 102, Nashville, TN, 37203","1212 8th Ave S Ste 102","Nashville","TN","37203","Live venue operator or promoter"
"9644",-86.7920635,36.1510216,396237.39,"Gold Mountainment Entertainment Nashville, Inc. ","11 Music Square East Suite 103, Nashville, TN, 37203","11 Music Square East Suite 103","Nashville","TN","37203","Talent representative"
"9645",-86.9630282,36.019356,239371.95,"Grable Group Inc ","562 Natchez Bend Rd, Nashville, TN, 37221","562 Natchez Bend Rd","Nashville","TN","37221","Talent representative"
"9646",-86.7782799,36.1408497,277722.63,"H3, LLC ","1212 8th Avenue South, Suite 102, Nashville, TN, 37203","1212 8th Avenue South, Suite 102","Nashville","TN","37203","Talent representative"
"9647",-86.8704945,35.9224029,267151.4,"Hard 8 Working Group Inc. ","521 5th Ave. South, Nashville, TN, 37203","521 5th Ave. South","Nashville","TN","37203","Talent representative"
"9648",-86.7617883,36.1745678,68920.7,"Helping Our Music Evolve, Inc. ","615 MAIN ST. SUITE G1, NASHVILLE, TN, 37206","615 MAIN ST. SUITE G1","NASHVILLE","TN","37206","Live performing arts organization operator"
"9649",-86.7701158,36.1263845,266591.69,"Hill Entertainment Group, INC ","480 Craighead Street Suite 200, Nashville, TN, 37204","480 Craighead Street Suite 200","Nashville","TN","37204","Talent representative"
"9650",-86.7274911,36.1334355,3942269.89,"Infinity Restaurant Group, Inc. ","345 Hill Ave., Nashville, TN, 37210","345 Hill Ave.","Nashville","TN","37210","Live venue operator or promoter"
"9651",-86.7253408,36.2245902,285812.9,"International Bluegrass Music Association, Inc ","4206 Gallatin Pike, Nashville, TN, 37216","4206 Gallatin Pike","Nashville","TN","37216","Live venue operator or promoter"
"9652",-86.8442493,36.1467335,186058.71,"ITXTN Enterprises LLC d/b/a East Bank Entertainment ","4710 Idaho Ave, Nashville, TN, 37209","4710 Idaho Ave","Nashville","TN","37209","Talent representative"
"9653",-86.835171,36.129533,13718.79,"James Leslie Enterprises ","3901 Whitland Ave. , NASHVILLE, TN, 37205","3901 Whitland Ave. ","NASHVILLE","TN","37205","Talent representative"
"9654",-86.8187433,36.140848,487864,"John Dennis Entertainment, LLC ","3310 West End Ave Suite 400, Nashville, TN, 37203","3310 West End Ave Suite 400","Nashville","TN","37203","Talent representative"
"9655",-86.7498498,36.1753495,2775883.3,"John Peets ","131 South 11th Street, Nashville, TN, 37206","131 South 11th Street","Nashville","TN","37206","Talent representative"
"9656",-86.7394568,36.1804679,14901.9,"Jon C Prine ","409 N 17th St, Nashville, TN, 37206","409 N 17th St","Nashville","TN","37206","Talent representative"
"9657",-86.7970639,36.1640916,3176472.45,"JR Facility Management, LLC ","1402 Clinton Street, Nashville, TN, 37203","1402 Clinton Street","Nashville","TN","37203","Live venue operator or promoter"
"9658",-86.6398728,36.1783165,59816.14,"JUDY SEALE INTERNATIONAL, INC. ","109 Rivers Edge Court, Nashville, TN, 37214","109 Rivers Edge Court","Nashville","TN","37214","Talent representative"
"9659",-86.7642528,36.1394424,2356373.51,"Juice Jewce, LLC ","111B Rains Ave, Nashville, TN, 37203","111B Rains Ave","Nashville","TN","37203","Talent representative"
"9660",-86.793353,36.1567674,875804.05,"K6 LLC ","1517 Church St, Nashville, TN, 37203","1517 Church St","Nashville","TN","37203","Live venue operator or promoter"
"9661",-86.7725281,36.1909364,44106.75,"KATHRYN EDWARDS ","1111 DICKERSON PIKE, NASHVILLE, TN, 37207","1111 DICKERSON PIKE","NASHVILLE","TN","37207","Live venue operator or promoter"
"9662",-86.9177927,36.0736874,184167.85,"Kopp Management LLC ","7051 Highway 70 S Suite 168, Nashville, TN, 37221","7051 Highway 70 S Suite 168","Nashville","TN","37221","Talent representative"
"9663",-86.7782799,36.1408497,1275663.57,"Kris Wiatr & Associates, LLC ","1212 8th Avenue South Suite 102, Nashville, TN, 37203","1212 8th Avenue South Suite 102","Nashville","TN","37203","Talent representative"
"9664",-86.7395493,36.1853259,12196.44,"Leland Huber ","1614 Sumner Ave, Nashville, TN, 37206","1614 Sumner Ave","Nashville","TN","37206","Talent representative"
"9665",-86.7561873,36.1939206,70504,"Light Cave Entertainment ","1302A Montgomery Ave, Nashville, TN, 37207","1302A Montgomery Ave","Nashville","TN","37207","Talent representative"
"9666",-86.6635876,36.1614589,1300241,"Live On Stage, Inc. ","PO BOX 148237, NASHVILLE, TN, 37214","PO BOX 148237","NASHVILLE","TN","37214","Talent representative"
"9667",-86.8605726,36.1543651,10610,"LOA Touring, LLC ","529 Snyder Avenue, Nashville, TN, 37209","529 Snyder Avenue","Nashville","TN","37209","Talent representative"
"9668",-86.7144815,36.1560776,56546.99,"Logan Bosemer ","286 CLOVERNOOK DR, NASHVILLE, TN, 37210","286 CLOVERNOOK DR","NASHVILLE","TN","37210","Talent representative"
"9669",-86.7200478,36.2086382,34193.87,"Los Colognes, INC ","1425A Inglewood Circle North, Nashville, TN, 37216","1425A Inglewood Circle North","Nashville","TN","37216","Talent representative"
"9670",-86.9750143,36.0645917,61592.25,"LSA Entertainment, LLC ","8048 Claytie Circle, Nashville, TN, 37221","8048 Claytie Circle","Nashville","TN","37221","Talent representative"
"9671",-86.8356624,36.1048678,846872.15,"MAC Presents LLC ","4106 Sneed Rd, Nashville, TN, 37215","4106 Sneed Rd","Nashville","TN","37215","Talent representative"
"9672",-86.8747041,36.1719013,1655206.19,"Make Wake Artists, Inc. ","6705 Centennial Blvd, Nashville, TN, 37209","6705 Centennial Blvd","Nashville","TN","37209","Talent representative"
"9673",-86.7867338,36.1548619,1002215.61,"MARCH ONE MUSIC, LLC ","125 12th Ave N, Nashville, TN, 37203","125 12th Ave N","Nashville","TN","37203","Live venue operator or promoter"
"9674",-86.7290045,36.2277935,65784,"Market Monkeys Mmgt ","905 Maplewood Place, Nashville, TN, 37216","905 Maplewood Place","Nashville","TN","37216","Talent representative"
"9675",-86.6635876,36.1614589,756666.1,"Matt Davenport Productions, Inc. ","PO BOX 148237, NASHVILLE, TN, 37214","PO BOX 148237","NASHVILLE","TN","37214","Theatrical producer"
"9676",-86.793353,36.1503246,661219,"McGhee Entertainment Inc. ","21 Music SQ W FL 2, Nashville, TN, 37203","21 Music SQ W FL 2","Nashville","TN","37203","Talent representative"
"9677",-86.7805384,36.1529535,2192628.15,"Mercy Lounge LLC ","1 Cannery Row, Nashville, TN, 37203","1 Cannery Row","Nashville","TN","37203","Live venue operator or promoter"
"9678",-86.7781258,36.1666113,1523618.31,"Metropolitan Government of Nashville and Davidson County ","1 Public SQ, Nashville, TN, 37201","1 Public SQ","Nashville","TN","37201","Live venue operator or promoter"
"9679",-86.7282578,36.0180542,38175.75,"Michael Lais ","4008 Bryce Road, Nashville, TN, 37211","4008 Bryce Road","Nashville","TN","37211","Talent representative"
"9680",-86.7999461,36.1359789,86762.41,"Mike Robertson Management ","PO Box 120073, Nashville, TN, 37212","PO Box 120073","Nashville","TN","37212","Talent representative"
"9681",-86.8006524,36.1299155,2044908,"Morris Higham Management LLC ","2001 Blair Blvd., Nashville, TN, 37212","2001 Blair Blvd.","Nashville","TN","37212","Talent representative"
"9682",-86.7823251,36.1677251,642267.9,"Musicians Hall of Fame and Museum ","401 Gay Street (Lower level of the Municipal Auditorium), Nashville, TN, 37219","401 Gay Street (Lower level of the Municipal Auditorium)","Nashville","TN","37219","Museum Operator"
"9683",-86.7680714,36.1544794,319626.63,"Nashville Academy Theatre/ Nashville Children's Theatre ","25 Middleton St, Nashville, TN, 37210","25 Middleton St","Nashville","TN","37210","Live performing arts organization operator"
"9684",-86.827483,36.144945,1004785.16,"Nashville Ballet ","3630 Redmon St., Nashville, TN, 37209","3630 Redmon St.","Nashville","TN","37209","Live performing arts organization operator"
"9685",-86.8265054,36.1449733,181054.5,"Nashville Opera Association ","3622 Redmon Street, Nashville, TN, 37209","3622 Redmon Street","Nashville","TN","37209","Live performing arts organization operator"
"9686",-86.7657546,36.1353835,34547.7,"Nashville Repertory Theatre, Inc. ","161 Rains Avenue, Nashville, TN, 37208","161 Rains Avenue","Nashville","TN","37208","Live performing arts organization operator"
"9687",-86.7657546,36.1353835,189559.25,"Nashville Shakespeare Festival ","161 Rains Ave, Nashville, TN, 37203","161 Rains Ave","Nashville","TN","37203","Theatrical producer"
"9688",-86.7755197,36.159404,4620083.2,"Nashville Symphony Association ","1 Symphony Place, Nashville, TN, 37201","1 Symphony Place","Nashville","TN","37201","Live performing arts organization operator"
"9689",-86.8046551,36.1267128,292104.5,"Naturally 7 Touring LLC ","2409 21st Ave S Ste 202, Nashville, TN, 37212","2409 21st Ave S Ste 202","Nashville","TN","37212","Live performing arts organization operator"
"9690",-86.7806363,36.1470838,1219589.8,"New Frontier Management, Inc. ","900 South Street Ste. 101, Nashville, TN, 37203","900 South Street Ste. 101","Nashville","TN","37203","Talent representative"
"9691",-86.7823069,36.1549242,9577030,"OUTBACK PRESENTS, LLC ","209 10TH AVENUE S., SUITE 503, NASHVILLE, TN, 37203","209 10TH AVENUE S., SUITE 503","NASHVILLE","TN","37203","Live venue operator or promoter"
"9692",-86.7784958,36.1370612,248718.6,"PAJU LLC dba The Basement ","1604 8th Ave South, Nashville, TN, 37203","1604 8th Ave South","Nashville","TN","37203","Live venue operator or promoter"
"9693",-86.7890316,36.1168759,343604.15,"Piedmonte & Co. LLC ","1018 Gale Lane, Nashville, TN, 37204","1018 Gale Lane","Nashville","TN","37204","Talent representative"
"9694",-86.7916237,36.1427049,3270897.33,"Pilgrimage Events LLC ","1200 VILLA PL SUITE 407, NASHVILLE, TN, 37212","1200 VILLA PL SUITE 407","NASHVILLE","TN","37212","Live venue operator or promoter"
"9695",-86.7304585,36.084534,378000,"Plaza Mariachi, LLC ","3955 NOLENSVILLE PK, NASHVILLE, TN, 37211","3955 NOLENSVILLE PK","NASHVILLE","TN","37211","Live venue operator or promoter"
"9696",-86.73651,36.1680571,45653.44,"Project Daybreak, LLC ","1913 Eastside Avenue, Nashville, TN, 37206","1913 Eastside Avenue","Nashville","TN","37206","Talent representative"
"9697",-86.938526,36.1276761,32130.61,"Rebecca Lowe ","546 Hickory Trail Dr., Nashville, TN, 37209","546 Hickory Trail Dr.","Nashville","TN","37209","Talent representative"
"9698",-86.740832,36.1770308,70000,"Roscolusa LLC ","1611 Woodland ST, Nashville, TN, 37206","1611 Woodland ST","Nashville","TN","37206","Live venue operator or promoter"
"9699",-86.7801206,36.1517952,427395.8,"Rudy's Jazz Room, LLC ","809 Gleaves St., Nashville, TN, 37203","809 Gleaves St.","Nashville","TN","37203","Live venue operator or promoter"
"9700",-86.8200313,36.1085522,3282604.3,"Sandbox Entertainment Group, LLC ","3810 Bedford Ave STE 200, Nashville, TN, 37215","3810 Bedford Ave STE 200","Nashville","TN","37215","Talent representative"
"9701",-86.9255801,36.2178606,153050.58,"Sawyer and Garner LLC ","4422 Pecan Valley Rd, Nashville, TN, 37218","4422 Pecan Valley Rd","Nashville","TN","37218","Talent representative"
"9702",-86.7959629,36.1474058,915564.13,"ShopKeeper Management, Inc. ","918 19th Ave S, Nashville, TN, 37212","918 19th Ave S","Nashville","TN","37212","Talent representative"
"9703",-86.8122664,36.1463345,104461.2,"Springwater Inc. ","115 27th Ave N, Nashville, TN, 37209","115 27th Ave N","Nashville","TN","37209","Live venue operator or promoter"
"9704",-86.781952,36.1646923,9304724.7,"TENNESSEE PERFORMING ARTS CENTER MANAGEMENT CORPORATION ","505 DEADERICK ST FL 3, NASHVILLE, TN, 37243","505 DEADERICK ST FL 3","NASHVILLE","TN","37243","Live venue operator or promoter"
"9705",-86.7555828,36.1756716,616333.76,"The Basement East LP ","917 Woodland Street, NASHVILLE, TN, 37206","917 Woodland Street","NASHVILLE","TN","37206","Live venue operator or promoter"
"9706",-86.7429339,36.1944798,79668.23,"The East Room ","2412 Gallatin ave, nashville, TN, 37206","2412 Gallatin ave","nashville","TN","37206","Live venue operator or promoter"
"9707",-86.7721943,36.1538696,1543560.75,"The Listening Room LLC ","618 4th Avenue South, Nashville, TN, 37210","618 4th Avenue South","Nashville","TN","37210","Live venue operator or promoter"
"9708",-86.8731354,36.0966012,741970,"THE PROGRESSIVE GLOBAL AGENCY INC ","103 W Tyne Dr, Nashville, TN, 37205","103 W Tyne Dr","Nashville","TN","37205","Talent representative"
"9709",-86.8158048,36.1447166,509598.1,"The Relay Group LLC ","3011 Poston Ave, Nashville, TN, 37203","3011 Poston Ave","Nashville","TN","37203","Talent representative"
"9710",-86.796539,36.164498,232821.4,"Third Coast Comedy, LLC ","1310 Clinton Street Suite 121, Nashville, TN, 37203","1310 Clinton Street Suite 121","Nashville","TN","37203","Live venue operator or promoter"
"9711",-86.8100454,36.1086133,990771.4,"TKO ARTIST MANAGEMENT, LLC ","PO Box 58987, Nashville, TN, 37215","PO Box 58987","Nashville","TN","37215","Talent representative"
"9712",-86.768523,36.1853209,886067,"TT Management ","818 Meridian St, Nashville, TN, 37207","818 Meridian St","Nashville","TN","37207","Talent representative"
"9713",-86.7699021,36.1521985,1116399.15,"Vinman Corp ","816 3rd Ave S, Nashville, TN, 37210","816 3rd Ave S","Nashville","TN","37210","Live venue operator or promoter"
"9714",-86.7418535,36.1223362,115001.21,"Whizbang Inc. ","116 Oriel Avenue, Nashville, TN, 37210","116 Oriel Avenue","Nashville","TN","37210","Talent representative"
"9715",-86.7810083,36.1505668,160296.05,"Whizzbangbam, LLC ","900 Division Street, Nashville, TN, 37203","900 Division Street","Nashville","TN","37203","Talent representative"
"9716",-86.7793006,36.1318892,1975471.85,"Zaniemak's Inc ","2025 8th Ave South, Nashville, TN, 37204","2025 8th Ave South","Nashville","TN","37204","Live venue operator or promoter"
"9717",-83.1986833,35.9456155,742000.11,"Inspired Motion Picture Group, Inc. ","424 Heritage Boulevard, Newport, TN, 37821","424 Heritage Boulevard","Newport","TN","37821","Motion picture theater operator"
"9718",-84.27,36.01,84899.2,"Oak Ridge Community Playhouse ","P. O. Box 5705, Oak Ridge, TN, 37831","P. O. Box 5705","Oak Ridge","TN","37831","Live performing arts organization operator"
"9719",-84.5085366,36.5120267,225663.82,"Capitol 3 Theatre ","19552 Alberta St, Oneidsa, TN, 37841","19552 Alberta St","Oneidsa","TN","37841","Motion picture theater operator"
"9720",NA,NA,439170.3,"Parisian Theatre, LLC ","P.O. Box 42, Paris, TN, 38242","P.O. Box 42","Paris","TN","38242","Motion picture theater operator"
"9721",-85.8250454,35.3317323,1381383.99,"Loblolly Ventures, LLC ","555 Charlie Roberts Rd, Pelham, TN, 37366","555 Charlie Roberts Rd","Pelham","TN","37366","Live venue operator or promoter"
"9722",-83.5465684,35.7798003,1e+07,"Great Choice Investments, LLC ","3849 Parkway, Pigeon Forge, TN, 37863","3849 Parkway","Pigeon Forge","TN","37863","Live venue operator or promoter"
"9723",-83.5697287,35.7968703,71415,"Main Event Theater INC ","2828 parkway , pigeon forge, TN, 37863","2828 parkway ","pigeon forge","TN","37863","Live venue operator or promoter"
"9724",-83.577954,35.8061958,582970.13,"Pigeon Forge Cinemas LLC ","2530 Parkway, Pigeon Forge, TN, 37863","2530 Parkway","Pigeon Forge","TN","37863","Motion picture theater operator"
"9725",-87.0306658,35.1991636,36067.62,"Lynnville Area Arts Association, Inc ","103 N. First St, Pulaski, TN, 38478","103 N. First St","Pulaski","TN","38478","Live performing arts organization operator"
"9726",-88.2405278,35.2185568,215217,"SOUTHGATE CINEMA COMPLEX, LLC ","410 Florence Rd, Savannah, TN, 38372","410 Florence Rd","Savannah","TN","38372","Motion picture theater operator"
"9727",-83.4632506,35.8579032,1130270.85,"National Quartet Convention, Inc. ","663 South Arch Rock Dr., Sevierville, TN, 37864","663 South Arch Rock Dr.","Sevierville","TN","37864","Live venue operator or promoter"
"9728",-86.9160213,35.754667,203581.43,"Micah Otano Production Services, Inc. ","2018 Morton Dr., Spring Hill, TN, 37174","2018 Morton Dr.","Spring Hill","TN","37174","Theatrical producer"
"9729",-84.258809,35.435356,62721,"Paul Belcher Concerts ","152 Carroll Road, Tellico Plains, TN, 37385","152 Carroll Road","Tellico Plains","TN","37385","Live venue operator or promoter"
"9730",-83.7226117,35.6765707,183524.73,"Great Smoky Mountain Heritage Center ","123 Cromwell Drive, Townsend, TN, 37882","123 Cromwell Drive","Townsend","TN","37882","Museum Operator"
"9731",-86.2075507,35.3578894,20825.07,"Tullahoma Fine Arts Center Inc ","401 S Jackson Street, Tullahoma, TN, 37388","401 S Jackson Street","Tullahoma","TN","37388","Museum Operator"
"9732",-86.2087342,35.3567611,77850,"Tullahoma South Jackson Civic Association ","404 S. Jackson StreetC P. O. Box 326, Tullahoma, TN, 37388","404 S. Jackson StreetC P. O. Box 326","Tullahoma","TN","37388","Live performing arts organization operator"
"9733",-89.0699841,36.4383225,719837.65,"Discovery Park of America, Inc. ","830 Everett Blvd., Union City, TN, 38261","830 Everett Blvd.","Union City","TN","38261","Museum Operator"
"9734",-87.7952768,36.0831132,108134.1,"Flexer Theaters, Inc. ","106 West Court Square, Waverly, TN, 37185","106 West Court Square","Waverly","TN","37185","Motion picture theater operator"
"9735",-86.6923384,36.4850289,4128.62,"Kevin Kingsbury ","109 holly lane, whitehouse, TN, 37188","109 holly lane","whitehouse","TN","37188","Talent representative"
"9736",-86.1575393,35.1934094,597599.45,"Montana Rae, LLC ","365 Matthew Branch Road, Winchester, TN, 37398","365 Matthew Branch Road","Winchester","TN","37398","Motion picture theater operator"
"9737",-86.092577,35.8227462,60544.21,"The Arts Center of Cannon County ","1424 John Bragg Highway, Woodbury, TN, 37190","1424 John Bragg Highway","Woodbury","TN","37190","Live performing arts organization operator"
"9738",-99.7345461,32.4518034,29308.73,"Abilene Philharmonic Association ","1102 North 3rd St. Suite C, Abilene, TX, 79601","1102 North 3rd St. Suite C","Abilene","TX","79601","Live performing arts organization operator"
"9739",-99.7343719,32.4520797,114064.28,"Historic Paramount Theatre, Inc ","352 Cypress St, Abilene, TX, 79601","352 Cypress St","Abilene","TX","79601","Motion picture theater operator"
"9740",-99.745173,32.516835,5743.35,"PT EVENT CENTER ","5126 BRICK RD, ABILENE, TX, 79601","5126 BRICK RD","ABILENE","TX","79601","Live venue operator or promoter"
"9741",-99.7342194,32.4315681,33501.15,"Upstairs Club Inco ","141 1/2 Oak St, Abilene, TX, 79602","141 1/2 Oak St","Abilene","TX","79602","Live venue operator or promoter"
"9742",-99.8556806,32.4616689,499007,"vip sports getaway llc ","104 spinks road, abilene, TX, 79603","104 spinks road","abilene","TX","79603","Live venue operator or promoter"
"9743",-96.8286517,32.9617705,1374.3,"WaterTower Theatre ","15650 ADDISON RD, ADDISON, TX, 75001","15650 ADDISON RD","ADDISON","TX","75001","Live performing arts organization operator"
"9744",-96.7236025,33.1067172,1009143.45,"TCG Entertainment LLC ","414 woodlake drive, Allen, TX, 75013","414 woodlake drive","Allen","TX","75013","Theatrical producer"
"9745",-96.6973564,33.127901,213956.43,"The Grand Clubs, LLC ","1115 Waterford Way, Allen, TX, 75013","1115 Waterford Way","Allen","TX","75013","Live venue operator or promoter"
"9746",-101.8312969,35.2219971,69826,"Amarillo Symphony, Inc ","PO Box 2586, Amarillo, TX, 79105","PO Box 2586","Amarillo","TX","79105","Live performing arts organization operator"
"9747",-101.9136806,35.2002738,215239,"Don Harrington Discovery Center Foundation, Inc. ","1200 Streit Drive, Amarillo, TX, 79106","1200 Streit Drive","Amarillo","TX","79106","Museum Operator"
"9748",-101.927546,35.1843072,282030,"Leebro, LTD. (dba Starlight Ranch) ","7701 I 40 E, Amarillo, TX, 79118","7701 I 40 E","Amarillo","TX","79118","Live venue operator or promoter"
"9749",-101.8640391,35.1924881,265671.4,"Redline Cheer and Dance Company llc ","2607 Wolflin Ave , Amarillo, TX, 79109","2607 Wolflin Ave ","Amarillo","TX","79109","Live performing arts organization operator"
"9750",-101.7140016,35.2134157,2113.26,"Texas Air and Space Museum, Inc. ","10001 American Drive, Amarillo, TX, 79111","10001 American Drive","Amarillo","TX","79111","Museum Operator"
"9751",-97.1085647,32.736921,48033.07,"Arlington Museum of Art, Inc. ","201 W Main St, Arlington, TX, 76010","201 W Main St","Arlington","TX","76010","Museum Operator"
"9752",-97.1095051,32.617508,20224.8,"Chandler Media Group LLC ","7900 COPPER CANYON DR, ARLINGTON, TX, 76002","7900 COPPER CANYON DR","ARLINGTON","TX","76002","Live venue operator or promoter"
"9753",-97.1074237,32.738611,942638.7,"Music Hall Arlington, LLC ","224 N Center St, Arlington, TX, 76011","224 N Center St","Arlington","TX","76011","Live performing arts organization operator"
"9754",-97.1098204,32.7369392,187627.95,"Theatre Arlington, Inc ","305 W. Main St., Arlington, TX, 76010","305 W. Main St.","Arlington","TX","76010","Live performing arts organization operator"
"9755",-97.7379095,30.2654556,132146.23,"415 Productions LLC ","555 E 5TH STREET , AUSTIN, TX, 78701","555 E 5TH STREET ","AUSTIN","TX","78701","Live venue operator or promoter"
"9756",-97.7340467,30.349846,35571.65,"Access ATX LLC dba Twisted Texas Tour ","7421 Burnet Road Unit 530, Austin, TX, 78757","7421 Burnet Road Unit 530","Austin","TX","78757","Live venue operator or promoter"
"9757",-97.8050633,30.4769205,6135544.8,"Alamo Lakeline LLC ","14028 North U.S. Highway 183, Building F, Austin, TX, 78717","14028 North U.S. Highway 183, Building F","Austin","TX","78717","Motion picture theater operator"
"9758",-97.7045764,30.2985492,4958385.75,"Alamo Mueller, LLC ","1911 Aldrich, Ste 120, Austin, TX, 78723","1911 Aldrich, Ste 120","Austin","TX","78723","Motion picture theater operator"
"9759",-97.7635717,30.2561977,7582560.75,"Alamo South Lamar, L.P. ","1120 South Lamar Blvd, Austin, TX, 78704","1120 South Lamar Blvd","Austin","TX","78704","Motion picture theater operator"
"9760",-97.7624181,30.255263,347069.35,"ALT VISION INCORPORATED ","1110 South Lamar Boulevard STE 1466, Austin, TX, 78704","1110 South Lamar Boulevard STE 1466","Austin","TX","78704","Talent representative"
"9761",-97.7403547,30.266128,697257.3,"Antone's Holdings LLC ","305 E 5th Street, Austin, TX, 78701","305 E 5th Street","Austin","TX","78701","Live venue operator or promoter"
"9762",-97.7337447,30.3531337,56610.3,"Austin Chamber Music Center ","7600 Burnet Rd. Suite 190, Austin, TX, 78757","7600 Burnet Rd. Suite 190","Austin","TX","78757","Live performing arts organization operator"
"9763",-97.7437526,30.3040525,130725.6,"Austin Classical Guitar Society ","PO Box 4072, Austin, TX, 78765","PO Box 4072","Austin","TX","78765","Live performing arts organization operator"
"9764",-97.8263211,30.2209929,67921,"Austin Curling Center LLC ","6218 Brodie Lane, Austin, TX, 78745","6218 Brodie Lane","Austin","TX","78745","Live venue operator or promoter"
"9765",-97.7360368,30.2701568,1266693.2,"Austin Hawk, LP ","912 Red River St, Austin, TX, 78701","912 Red River St","Austin","TX","78701","Live venue operator or promoter"
"9766",-97.7302129,30.379681,399949.75,"Austin Lyric Opera ","3009 Industrial Terrace , Austin, TX, 78758","3009 Industrial Terrace ","Austin","TX","78758","Theatrical producer"
"9767",-97.75765,30.3033239,67136.35,"Austin Playhouse ","2902 Oakmont Blvd, Austin, TX, 78763","2902 Oakmont Blvd","Austin","TX","78763","Live venue operator or promoter"
"9768",-97.7407791,30.2799865,160837.5,"Austin Scottish Rite Community and Children's Theater ","207 W 18th St, Austin, TX, 78701","207 W 18th St","Austin","TX","78701","Live performing arts organization operator"
"9769",-97.7350855,30.258868,21819.32,"Austin Shakespeare Festival Company, Inc. ","81 San Marcos St, C2, Austin, TX, 78702","81 San Marcos St, C2","Austin","TX","78702","Live performing arts organization operator"
"9770",-97.7434527,30.2743198,66820.28,"Austin Swing Syndicate Inc ","1108 Lavaca Suite 110-273, Austin, TX, 78701","1108 Lavaca Suite 110-273","Austin","TX","78701","Live performing arts organization operator"
"9771",-97.7454016,30.2821357,509150.05,"Austin Symphony Orchestra , Inc. ","1806 Rio Grande, austin, TX, 78701","1806 Rio Grande","austin","TX","78701","Live performing arts organization operator"
"9772",-97.7419796,30.2694197,4154818.1,"Austin Theatre Alliance ","713 Congress Avenue, Austin, TX, 78701","713 Congress Avenue","Austin","TX","78701","Live venue operator or promoter"
"9773",-97.7490549,30.2664639,2135039,"Ballet Austin Incorporated ","501 West Third Street, Austin, TX, 78701","501 West Third Street","Austin","TX","78701","Live performing arts organization operator"
"9774",-97.7341167,30.2648398,402230.27,"BlancoNegro, LLC DBA The North Door ","501 N IH 35, Austin, TX, 78702","501 N IH 35","Austin","TX","78702","Live venue operator or promoter"
"9775",-97.7375308,30.2809859,526495.31,"Blanton Museum of Art ","200 E. Martin Luther King Jr. Blvd., Stop D1303, Austin, TX, 78712","200 E. Martin Luther King Jr. Blvd., Stop D1303","Austin","TX","78712","Museum Operator"
"9776",-97.7364774,30.2677499,76794,"Block89, LLC ","711 Red River St., Austin, Tx, 78701","711 Red River St.","Austin","Tx","78701","Live venue operator or promoter"
"9777",-97.6815825,30.2795132,136967.45,"Boukarou International, LLC DBA Sahara Lounge ","1413 Webberville Road, Austin, TX, 78721","1413 Webberville Road","Austin","TX","78721","Live venue operator or promoter"
"9778",-97.7462643,30.2780831,5157584.1,"BuenaVista Music LLC ","1403 Rio Grande St, Austin, TX, 78701","1403 Rio Grande St","Austin","TX","78701","Live venue operator or promoter"
"9779",-97.7251664,30.2621211,2294801.48,"C3 Management, LLC ","1645 E. 6th Street, Ste 150, Austin, TX, 78702","1645 E. 6th Street, Ste 150","Austin","TX","78702","Talent representative"
"9780",-97.7668619,30.2973884,59271.88,"Capital City Mens Chorus dba Austin Gay Mens Chorus ","2418 Spring Ln POB 50082, Austin, TX, 78703","2418 Spring Ln POB 50082","Austin","TX","78703","Live performing arts organization operator"
